4.199999999999999845e-01,-2.153692190558412278e+01
6.600000000000000311e-01,-1.032325421858270431e+01
1.000000000000000000e+00,4.872664625997165100e-01
1.000000000000000000e+00,2.902163095495038370e+00
1.000000000000000000e+00,1.873832312998582328e+00
1.000000000000000000e+00,1.686332312998582328e+00
1.000000000000000000e+00,3.340830782496455598e+00
1.000000000000000000e+00,2.903330782496455598e+00
1.000000000000000000e+00,2.621496938995747428e+00
1.000000000000000000e+00,2.715830782496455598e+00
1.000000000000000000e+00,2.186332312998582328e+00
1.000000000000000000e+00,2.404498469497873714e+00
1.000000000000000000e+00,3.371496938995747428e+00
1.000000000000000000e+00,1.841998469497873714e+00
1.000000000000000000e+00,1.904498469497873714e+00
1.000000000000000000e+00,1.966998469497873714e+00
1.000000000000000000e+00,1.997664625997164656e+00
1.000000000000000000e+00,2.122664625997164656e+00
1.000000000000000000e+00,2.122664625997164656e+00
1.000000000000000000e+00,1.935164625997164656e+00
1.000000000000000000e+00,1.997664625997164656e+00
1.000000000000000000e+00,2.090830782496455598e+00
1.000000000000000000e+00,2.090830782496455598e+00
1.000000000000000000e+00,2.090830782496455598e+00
1.000000000000000000e+00,3.120329251994329312e+00
1.000000000000000000e+00,1.778330782496455820e+00
1.000000000000000000e+00,1.840830782496455820e+00
1.000000000000000000e+00,1.715830782496455820e+00
1.000000000000000000e+00,1.715830782496455820e+00
1.000000000000000000e+00,1.715830782496455820e+00
1.000000000000000000e+00,2.745329251994329312e+00
1.000000000000000000e+00,2.620329251994329312e+00
1.000000000000000000e+00,2.777163095495038370e+00
1.000000000000000000e+00,2.839663095495038370e+00
1.000000000000000000e+00,1.747664625997164656e+00
1.000000000000000000e+00,3.152163095495038370e+00
1.000000000000000000e+00,1.903330782496455820e+00
1.000000000000000000e+00,1.872664625997164656e+00
1.000000000000000000e+00,1.903330782496455820e+00
1.000000000000000000e+00,2.839663095495038370e+00
1.000000000000000000e+00,1.840830782496455820e+00
1.000000000000000000e+00,1.933996938995747206e+00
1.000000000000000000e+00,2.745329251994329312e+00
1.000000000000000000e+00,1.778330782496455820e+00
1.000000000000000000e+00,1.871496938995747206e+00
1.000000000000000000e+00,1.778330782496455820e+00
1.000000000000000000e+00,1.808996938995747206e+00
1.000000000000000000e+00,1.746496938995747206e+00
1.000000000000000000e+00,1.683996938995747206e+00
1.000000000000000000e+00,1.621496938995747206e+00
1.000000000000000000e+00,1.746496938995747206e+00
1.000000000000000000e+00,1.558996938995747206e+00
1.000000000000000000e+00,2.495329251994329312e+00
1.000000000000000000e+00,1.496496938995747206e+00
1.000000000000000000e+00,2.432829251994329312e+00
1.000000000000000000e+00,2.432829251994329312e+00
1.000000000000000000e+00,2.370329251994329312e+00
1.000000000000000000e+00,2.277163095495038370e+00
1.000000000000000000e+00,1.060164625997164656e+00
1.000000000000000000e+00,2.339663095495038370e+00
1.000000000000000000e+00,1.060164625997164656e+00
1.000000000000000000e+00,1.840830782496455820e+00
1.000000000000000000e+00,1.903330782496455820e+00
1.000000000000000000e+00,1.965830782496455820e+00
1.000000000000000000e+00,1.903330782496455820e+00
1.000000000000000000e+00,1.685164625997164656e+00
1.000000000000000000e+00,1.715830782496455820e+00
1.000000000000000000e+00,1.778330782496455820e+00
1.000000000000000000e+00,3.113323129985823834e-01
1.000000000000000000e+00,1.653330782496455820e+00
1.000000000000000000e+00,1.653330782496455820e+00
1.000000000000000000e+00,1.683996938995747206e+00
1.000000000000000000e+00,1.528330782496455820e+00
1.000000000000000000e+00,1.590830782496455820e+00
1.000000000000000000e+00,1.238323129985823834e-01
1.000000000000000000e+00,1.465830782496455820e+00
1.000000000000000000e+00,1.340830782496455820e+00
1.000000000000000000e+00,2.432829251994329312e+00
1.000000000000000000e+00,1.340830782496455820e+00
1.000000000000000000e+00,-1.568338435007088083e-01
1.000000000000000000e+00,2.307829251994329312e+00
1.000000000000000000e+00,2.339663095495038370e+00
1.000000000000000000e+00,1.090830782496455820e+00
1.000000000000000000e+00,1.247664625997164656e+00
1.000000000000000000e+00,1.185164625997164656e+00
1.000000000000000000e+00,1.122664625997164656e+00
1.000000000000000000e+00,1.747664625997164656e+00
1.000000000000000000e+00,1.685164625997164656e+00
1.000000000000000000e+00,2.652163095495038370e+00
1.000000000000000000e+00,2.806661564992911639e-01
1.000000000000000000e+00,2.557829251994329312e+00
1.000000000000000000e+00,1.653330782496455820e+00
1.000000000000000000e+00,2.181661564992911917e-01
1.000000000000000000e+00,2.181661564992911917e-01
1.000000000000000000e+00,1.556661564992911917e-01
1.000000000000000000e+00,1.653330782496455820e+00
1.000000000000000000e+00,1.590830782496455820e+00
1.000000000000000000e+00,1.465830782496455820e+00
1.000000000000000000e+00,1.465830782496455820e+00
1.000000000000000000e+00,1.403330782496455820e+00
1.000000000000000000e+00,1.340830782496455820e+00
1.000000000000000000e+00,2.275995408493620697e+00
1.000000000000000000e+00,2.370329251994329312e+00
1.000000000000000000e+00,1.215830782496455820e+00
1.000000000000000000e+00,2.307829251994329312e+00
1.000000000000000000e+00,2.277163095495038370e+00
1.000000000000000000e+00,2.152163095495038370e+00
